"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory","FamilyMemberHistory","","","",0,*,"","","","null {[]} {[]}
","Information about patient's relatives, relevant for patient","Significant health conditions for a person related to the patient relevant in the context of care for the patient.","","","","","","","","","",,,,,"",,,,"FamilyMemberHistory",0,*,"",""
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.id","FamilyMemberHistory.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.meta","FamilyMemberHistory.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.implicitRules","FamilyMemberHistory.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.language","FamilyMemberHistory.language","","","",0,1,"","","","code {[]} {[]}
","Language of the resource content","The base language in which the resource is written.","Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).","","","","","","","","",,"preferred","A human language.","http://hl7.org/fhir/ValueSet/languages","",,,,"Resource.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.text","FamilyMemberHistory.text","","narrative
htmlxhtmldisplay","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the resource, for human interpretation","A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.","Contained resources do not have narrative. Resources that are not contained SHOULD have a narrative. In some cases, a resource may only have text with little or no additional discrete data (as long as all minOccurs=1 elements are satisfied).  This may be necessary for data from legacy systems where information is captured as a ""text blob"" or where text is additionally entered raw or narrated and encoded information is added later.","","","","","","","","",,,,,"",,,,"DomainResource.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.contained","FamilyMemberHistory.contained","","inline resources
anonymous resourcescontained resources","",0,*,"","","","Resource {[]} {[]}
","Contained, inline Resources","These resources do not have an independent existence apart from the resource that contains them - they cannot be identified independently, and nor can they have their own independent transaction scope.","This should never be done when the content can be identified properly, as once identification is lost, it is extremely difficult (and context dependent) to restore it again. Contained resources may have profiles and tags In their meta elements, but SHALL NOT have security labels.","","","","","","","","",,,,,"",,,,"DomainResource.contained",0,*,"",""
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.extension","FamilyMemberHistory.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the resource. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.modifierExtension","FamilyMemberHistory.modifierExtension","","extensions
user content","",0,*,"","Y","","Extension {[]} {[]}
","Extensions that cannot be ignored","May be used to represent additional information that is not part of the basic definition of the resource and that modifies the understanding of the element that contains it and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"DomainResource.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.identifier","FamilyMemberHistory.identifier","","","",0,*,"","","Y","Identifier {[]} {[]}
","External Id(s) for this record","Business identifiers assigned to this family member history by the performer or other systems which remain constant as the resource is updated and propagates from server to server.","This is a business identifier, not a resource identifier (see [discussion](http://hl7.org/fhir/R4/resource.html#identifiers)).  It is best practice for the identifier to only appear on a single resource instance, however business practices may occasionally dictate that multiple resource instances with the same identifier can exist - possibly even with different resource types.  For example, multiple Patient and a Person resource instance might share the same social insurance number.","Allows identification of the family member history as it is known by various participating systems and in a way that remains consistent across servers.","","","","","","","",,,,,"",,,,"FamilyMemberHistory.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.instantiatesCanonical","FamilyMemberHistory.instantiatesCanonical","","","",0,*,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/PlanDefinition], CanonicalType[http://hl7.org/fhir/StructureDefinition/Questionnaire], CanonicalType[http://hl7.org/fhir/StructureDefinition/ActivityDefinition], CanonicalType[http://hl7.org/fhir/StructureDefinition/Measure], CanonicalType[http://hl7.org/fhir/StructureDefinition/OperationDefinition]]}
","Instantiates FHIR protocol or definition","The URL pointing to a FHIR-defined protocol, guideline, orderset or other definition that is adhered to in whole or in part by this FamilyMemberHistory.","","","","","","","","","",,,,,"",,,,"FamilyMemberHistory.instantiatesCanonical",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.instantiatesUri","FamilyMemberHistory.instantiatesUri","","","",0,*,"","","Y","uri {[]} {[]}
","Instantiates external protocol or definition","The URL pointing to an externally maintained protocol, guideline, orderset or other definition that is adhered to in whole or in part by this FamilyMemberHistory.","This might be an HTML page, PDF, etc. or could just be a non-resolvable URI identifier.","","","","","","","","",,,,,"",,,,"FamilyMemberHistory.instantiatesUri",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.status","FamilyMemberHistory.status","","","",1,1,"","Y","Y","code {[]} {[]}
","partial | completed | entered-in-error | health-unknown","A code specifying the status of the record of the family history of a specific family member.","This element is labeled as a modifier because the status contains codes that mark the resource as not currently valid.","","","","","","","","",,"required","A code that identifies the status of the family history record.","http://hl7.org/fhir/ValueSet/history-status|4.0.1","",,,,"FamilyMemberHistory.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.dataAbsentReason","FamilyMemberHistory.dataAbsentReason","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","subject-unknown | withheld | unable-to-obtain | deferred","Describes why the family member's history is not available.","","This is a separate element to allow it to have a distinct binding from reasonCode.","","","","","","","",,"example","Codes describing the reason why a family member's history is not available.","http://hl7.org/fhir/ValueSet/history-absent-reason","",,,,"FamilyMemberHistory.dataAbsentReason",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.patient","FamilyMemberHistory.patient","","Proband
","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient]]}
","Patient history is about","The person who this history concerns.","","","","","","","","","",,,,,"",,,,"FamilyMemberHistory.patient",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.date","FamilyMemberHistory.date","","","",0,1,"","","Y","dateTime {[]} {[]}
","When history was recorded or last updated","The date (and possibly time) when the family member history was recorded or last updated.","This should be captured even if the same as the date on the List aggregating the full family history.","Allows determination of how current the summary is.","","","","","","","",,,,,"",,,,"FamilyMemberHistory.date",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.name","FamilyMemberHistory.name","","","",0,1,"","","Y","string {[]} {[]}
","The family member described","This will either be a name or a description; e.g. ""Aunt Susan"", ""my cousin with the red hair"".","","Allows greater ease in ensuring the same person is being talked about.","","","","","","","",,,,,"",,,,"FamilyMemberHistory.name",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.relationship","FamilyMemberHistory.relationship","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","Relationship to the subject","The type of relationship this person has to the patient (father, mother, brother etc.).","","","","","","","","","",,"example","The nature of the relationship between the patient and the related person being described in the family member history.","http://terminology.hl7.org/ValueSet/v3-FamilyMember","",,,,"FamilyMemberHistory.relationship",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.relationship.id","FamilyMemberHistory.relationship.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.relationship.extension","FamilyMemberHistory.relationship.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.relationship.coding","FamilyMemberHistory.relationship.coding","","","",0,*,"","","Y","Coding {[]} {[]}
","Code defined by a terminology system","A reference to a code defined by a terminology system.","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FamilyMemberHistoryVHcase35","FamilyMemberHistory.relationship.coding.id","FamilyMemberHistory.relationship.coding.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
